id,pid,os_id,os,os_c,os_cp,paras,paras_c,paras_cp,start_time,end_time
14,08a4fb2d-e6d7-4045-93f5-43125fe35db4,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.1381,It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.,0,91.5618,2025-05-26 11:08:11,2025-05-26 11:08:41
15,08a4fb2d-e6d7-4045-93f5-43125fe35db4,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.1381,It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.,0,91.5618,2025-05-26 11:09:19,2025-05-26 11:09:24
16,08a4fb2d-e6d7-4045-93f5-43125fe35db4,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.1381,It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.,0,91.5618,2025-05-26 11:09:27,2025-05-26 11:09:33
17,08a4fb2d-e6d7-4045-93f5-43125fe35db4,179,"My wife had always been a healthy person, although she was skinny. She would eat, but was not able to gain weight. I envied her ability because I could look at a donut and gain ten pounds. However, she was eating a lot, but was still losing weight. One day, we decided to bring my wife into the emergency room as she had fainting spells. When we arrived, she was diagnosed with a chronic autoimmune disease. That explains why she wasn't able to gain any weight. We always assumed it was her fast metabolism. The fainting spell was a blessing in disguise because it is a common symptom of this autoimmune disease.",0,64.1381,"On a Saturday afternoon this summer I received a phone call from a good friend of mine. This friend I had known had a drinking problem for many years. I had made many attempts in the past to suggest help for him, but he refused. On this day my friend decided to drink and drive and crashed his car. This day was important to me because it was the day my friend hit rock bottom and decided to get help. On this day my friend went fishing and, unknown to me, he was drinking. I got the phone call from him that he had driven his car in a ditch and needed picked up because he could not get it out. I went to pick him ",1,96.2014,2025-05-26 11:09:36,2025-05-26 11:10:06
18,08a4fb2d-e6d7-4045-93f5-43125fe35db4,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.
",0,91.5618,2025-05-26 11:10:15,2025-05-26 11:11:03
19,08a4fb2d-e6d7-4045-93f5-43125fe35db4,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.
",0,91.5618,2025-05-26 11:11:06,2025-05-26 11:11:18
20,08a4fb2d-e6d7-4045-93f5-43125fe35db4,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.
",0,91.5618,2025-05-26 11:11:20,2025-05-26 11:11:26
21,08a4fb2d-e6d7-4045-93f5-43125fe35db4,2686,"It's been a crazy year. Reflecting back, I feel I've changed for the better. A year ago, I was discovering my brother's cancer diagnosis and doing soul searching. I treated him so horribly when he was sick, I was a real asshole. He deserved to have a supportive sister, not someone telling him he's making it all up and using his sickness as an excuse. I was so hard on him for so long, I wasn't sure he'd even forgive me... I wouldn't. We worked on our relationship and I supported him like I should have. It came up that he needed a bone marrow match. I immediately sent off my swabs, but it took almost 2 months to hear back.",0,94.5969,"On a Saturday afternoon this summer I received a phone call from a good friend of mine. This friend I had known had a drinking problem for many years. I had made many attempts in the past to suggest help for him, but he refused. On this day my friend decided to drink and drive and crashed his car. This day was important to me because it was the day my friend hit rock bottom and decided to get help. On this day my friend went fishing and, unknown to me, he was drinking. I got the phone call from him that he had driven his car in a ditch and needed picked up because he could not get it out. I went to pick him up and we ",1,96.1963,2025-05-26 11:11:29,2025-05-26 11:12:00
22,08a4fb2d-e6d7-4045-93f5-43125fe35db4,1669,"I am being harassed at work by this man who thinks he can say horrible things, and look at me inappropriately with his dirty eyes. One time he even came up to me and groped me from behind. That was the last straw and I had to report his behavior. However my boss did not believe me, and instead after my report he told everyone how one should not tell baseless lies while looking straight at me. I have never felt so angry and embarrassed before in my life. After that happened, everyone is talking behind my back, about how I'm that person. I felt horrible. It was wrong. And I didn't like it. I don't know why it's happening to me, and I just want to shrink into the floor.",0,51.5057,"It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.
",0,91.5618,2025-05-26 11:12:15,2025-05-26 11:12:46
23,08a4fb2d-e6d7-4045-93f5-43125fe35db4,1669,"I am being harassed at work by this man who thinks he can say horrible things, and look at me inappropriately with his dirty eyes. One time he even came up to me and groped me from behind. That was the last straw and I had to report his behavior. However my boss did not believe me, and instead after my report he told everyone how one should not tell baseless lies while looking straight at me. I have never felt so angry and embarrassed before in my life. After that happened, everyone is talking behind my back, about how I'm that person. I felt horrible. It was wrong. And I didn't like it. I don't know why it's happening to me, and I just want to shrink into the floor.",0,51.5057,"It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.
",0,91.5618,2025-05-26 11:12:48,2025-05-26 11:12:58
24,08a4fb2d-e6d7-4045-93f5-43125fe35db4,1669,"I am being harassed at work by this man who thinks he can say horrible things, and look at me inappropriately with his dirty eyes. One time he even came up to me and groped me from behind. That was the last straw and I had to report his behavior. However my boss did not believe me, and instead after my report he told everyone how one should not tell baseless lies while looking straight at me. I have never felt so angry and embarrassed before in my life. After that happened, everyone is talking behind my back, about how I'm that person. I felt horrible. It was wrong. And I didn't like it. I don't know why it's happening to me, and I just want to shrink into the floor.",0,51.5057,"It was my sons birthday the past weekend. He was still young. He love Disney characters and all the movies. We thought we would do something special for him so we gave him a trip to Disney World. We don't live that far away and decided it would be a blast. I don't think he was expecting it. The look on his face was precious. His main drive was to get away for his birthday so we couldn't think of a better place. He has a lot of the home movies of disney all memorized. He loves dumbo and bambi the most. He has only seen pictures of was disney world was all about. So seeing it for the first time was quite the experience for him.
",0,91.5618,2025-05-26 11:13:06,2025-05-26 11:13:16
25,08a4fb2d-e6d7-4045-93f5-43125fe35db4,1669,"I am being harassed at work by this man who thinks he can say horrible things, and look at me inappropriately with his dirty eyes. One time he even came up to me and groped me from behind. That was the last straw and I had to report his behavior. However my boss did not believe me, and instead after my report he told everyone how one should not tell baseless lies while looking straight at me. I have never felt so angry and embarrassed before in my life. After that happened, everyone is talking behind my back, about how I'm that person. I felt horrible. It was wrong. And I didn't like it. I don't know why it's happening to me, and I just want to shrink into the floor.",0,51.5057,"On a Saturday afternoon this summer I received a phone call from a good friend of mine. This friend I had known had a drinking problem for many years. I had made many attempts in the past to suggest help for him, but he refused. On this day my friend decided to drink and drive and crashed his car. This day was important to me because it was the day my friend hit rock bottom and decided to get help. On this day my friend went fishing and, unknown to me, he was drinking. I got the phone call from him that he had driven his car in a ditch and needed picked up because he could not get it out. I went to pick him up and we contacted another friend who had a truck and could possible pull his car out of this ditch.
",1,96.2829,2025-05-26 11:13:18,2025-05-26 11:13:37
